ID,Departure,Arrival,Duration,Departure_City,Arrival_City
bf653cd4-c652-4550-89c2-acbf8cb6792f,Pontchâteau,Quimperlé,52,PONTCHATEAU,QUIMPERLE
a5ec94d5-09ed-4e67-b64b-a3068a1f2551,Pontchâteau,Bannalec,56,PONTCHATEAU,BANNALEC
b8cb9e3f-b33b-4870-bfb2-23d1b0c26db7,Pontchâteau,Rosporden,60,PONTCHATEAU,ROSPORDEN
f1c6f297-91b2-4f77-921b-a43223bf5169,Pontchâteau,Quimper,67,PONTCHATEAU,QUIMPER
27712a7d-f105-42e6-8989-bb5f18acc30a,Pontchâteau,Quéménéven,72,PONTCHATEAU,QUEMENEVEN
fbef7144-440c-4f5d-b25a-cfa485ab4c28,Pontchâteau,Châteaulin,77,PONTCHATEAU,CHATEAULIN
2a8acbd9-e1c0-4da5-a4e8-722345943265,Pontchâteau,Pont-de-Buis Lès Quimerc'h,79,PONTCHATEAU,PONT-DE-BUIS-LES-QUIMERCH
b4ebbdef-738d-4afa-a6ac-57e44533b0f0,Pontchâteau,Dirinon Loperhet,91,PONTCHATEAU,LOPERHET
5d94a56a-7a06-4820-9e82-84b2f6a30ecc,Pontchâteau,Dirinon Loperhet,91,PONTCHATEAU,LOPERHET
68d7fe23-defb-484e-a39d-41adb138db77,Drefféac,Malansac,12,DREFFEAC,MALANSAC
165f66b4-5bd5-4ee9-91e6-318046c9d57b,Drefféac,Questembert,16,DREFFEAC,QUESTEMBERT
17ce77e1-d424-4705-80a7-9b84bf43640f,Drefféac,Vannes,25,DREFFEAC,VANNES
f72d8bd0-2022-4e8b-94db-b1d3c65f34bd,Drefféac,Ste-Anne,30,DREFFEAC,PLUNERET
992b3338-36bf-40bf-9f15-1eeceb651739,Drefféac,Auray,31,DREFFEAC,AURAY
acf2e530-c9d6-412a-89af-28c32e460ff2,Drefféac,Landaul-Mendon,34,DREFFEAC,LANDAUL
6e89d41f-592d-43dd-97a4-45650bf521dd,Drefféac,Landévant,36,DREFFEAC,LANDEVANT
f1926150-e9fe-4a56-8e97-e280407b2a66,Drefféac,Brandérion,38,DREFFEAC,BRANDERION
3ba171d2-719a-42be-8e9d-6834ab4d2acb,Drefféac,Hennebont,40,DREFFEAC,HENNEBONT
1d6ba1db-bce3-4118-adb1-1872ed41c38d,Drefféac,Lorient,43,DREFFEAC,LORIENT
1f542633-97f7-4445-9326-ce1090b576a8,Drefféac,Gestel,46,DREFFEAC,GESTEL
