trip_id,Departure,Arrival,Duration,Departure_City,Arrival_City
OCESN017974F0300316929,Gare de Bourg-St-Maurice,Gare de Bourgoin-Jallieu,188,Bourg-Saint-Maurice,Bourgoin-Jallieu
OCESN017974F0600616927,Gare de Albertville,Gare de Bourgoin-Jallieu,119,Albertville,Bourgoin-Jallieu
OCESN018000F0100116931,Gare de Chambéry-Chal.-les-Eaux,Gare de Lyon-Part-Dieu,80,Chambéry,Lyon
OCESN018024F0100116954,Gare de Bourgoin-Jallieu,Gare de Chambéry-Chal.-les-Eaux,55,Bourgoin-Jallieu,Chambéry
OCESN018101F0200216959,Gare de La Chaux-de-Fonds,Gare de Morteau,29,La Chaux-de-Fonds,Morteau
OCESN018108F0200216966,Gare de Besançon-Viotte,Gare de La Chaux-de-Fonds,118,Besançon,La Chaux-de-Fonds
OCESN018108F0600616967,Gare de Besançon-Mouillère,Gare de La Chaux-de-Fonds,112,Besançon,La Chaux-de-Fonds
OCESN018120F0200216981,Gare de Pontarlier,Gare de Vallorbe-Cff,33,Boujailles,Andelot-en-Montagne
OCESN018122F0200216982,Gare de Frasne,Gare de Neuchâtel,60,Frasnes-lez-Buissenal,Neuchâtel
OCESN018124F0300316985,Gare de Neuchâtel,Gare de Travers,22,Neuchâtel,Val-de-Travers
OCESN018130F0100116991,Gare de Dole-Ville,Gare de Vallorbe-Cff,63,Montmirey-la-Ville,Andelot-en-Montagne
OCESN018131F0200216992,Gare de Frasne,Gare de Vallorbe-Cff,17,Frasnes-lez-Buissenal,Andelot-en-Montagne
OCESN018160F0200216999,Gare de Delémont,Gare de Meroux,69,Delémont,Meroux-Moval
OCESN018160F0300316998,Gare de Delle,Gare de Delémont,52,Delle,Delémont
OCESN018163F0300317001,Gare de Biel,Gare de Meroux,99,Biel/Bienne,Meroux-Moval
OCESN018163F0400417000,Gare de Biel,Gare de Delle,82,Biel/Bienne,Delle
OCESN018518F0100117063,Gare de Lyon-Part-Dieu,Gare de Modane,182,Lyon,Modane
OCESN018520F0100117065,Gare de Aix-les-Bains-le-Revard,Gare de Lyon-Part-Dieu,78,Lovagny,Lyon
OCESN018901F0100117119,Gare de St-Gervais-L-B-Le-Fayet,Gare de Vallorcine,95,Saint-Gervais-les-Bains,Vallorcine
OCESN018901F0400417120,Gare de Chamonix-Mont-Blanc,Gare de Vallorcine,33,Chamonix-Mont-Blanc,Vallorcine
OCESN018931F0200217178,Gare de Chamonix-Mont-Blanc,Gare de St-Gervais-L-B-Le-Fayet,45,Chamonix-Mont-Blanc,Saint-Gervais-les-Bains
OCESN019201F0300317199,Gare de Aulnoye Aymeries,Gare de Mons,28,Aulnoye-Aymeries,Mons
OCESN019701F0200217207,Gare de Courtrai/Kortrijk,Gare de Lille Flandres,36,Sint-Denijs,Lille
OCESN019801F0200217254,Gare de Maubeuge,Gare de Namur,84,Maubeuge,Namur
OCESN019900F0200217263,Gare de Lille Flandres,Gare de Tournai,30,Lille,Tournai
OCESN021703F0100117430,Gare de Brive-la-Gaillarde,Gare de Ussel,106,Brive-la-Gaillarde,Maussac
OCESN021901F0200217431,Gare de Dijon-Ville,Gare de Nevers,203,Dijon,Nevers
OCESN021911F0200217435,Gare de Le Creusot,Gare de Montchanin,11,Le Creusot,Montchanin
OCESN022945F0300317449,Gare de Nice-Ville,Gare de Tende,137,Nice,Tende
OCESN022947F0700717451,Gare de Breil-sur-Roya,Gare de Nice-Ville,70,Touët-de-l'Escarène,Nice
OCESN023101F0100117467,Gare de Annemasse,Gare de Coppet,51,Annemasse,Coppet
OCESN023196F0100117538,Gare de Decize,Gare de Nevers,33,Decize,Nevers
OCESN023212F0100117551,Gare de Annemasse,Gare de Genève,23,Annemasse,Chêne-Bourg
OCESN023312F0100117644,Gare de Coppet,Gare de Evian-les-Bains,94,Coppet,Évian-les-Bains
OCESN023314F0100117646,Gare de Coppet,Gare de Thonon-les-Bains,85,Coppet,Évian-les-Bains
OCESN023360F0200217661,Gare de Annemasse,Gare de Thonon-les-Bains,33,Annemasse,Évian-les-Bains
OCESN023410F0100117673,Gare de Annecy,Gare de Genève,89,Annecy,Chêne-Bourg
OCESN023410F0200217674,Gare de Annecy,Gare de Coppet,117,Annecy,Coppet
OCESN023416F0300317685,Gare de Coppet,Gare de La Roche-sur-Foron,79,Coppet,La Roche-sur-Foron
OCESN023456F0100117742,Gare de Coppet,Gare de St-Gervais-L-B-Le-Fayet,132,Coppet,Saint-Gervais-les-Bains
OCESN023462F0200217748,Gare de Cluses (Hte-Savoie),Gare de Coppet,108,Cluses,Coppet
OCESN023722F0300317768,Gare de Forbach,Gare de Metz-Ville,47,Forbach,Strasbourg
OCESN023740F0400417808,Gare de Bening,Gare de Metz-Ville,41,Béning-lès-Saint-Avold,Strasbourg
OCESN030000R0200217969,Bitche,Gare de Haguenau,69,Bitche,Haguenau
OCESN030001R0300317970,Bitche,Gare de Niederbronn,26,Bitche,Niederbronn-les-Bains
OCESN030002R0300317973,Bitche-Camp,Gare de Niederbronn,38,Bitche,Niederbronn-les-Bains
OCESN030006R0200217979,Gare de Haguenau,Gare de Niederbronn,40,Haguenau,Niederbronn-les-Bains
OCESN030030R0400418029,Bitche-Camp,Gare de Haguenau,76,Bitche,Haguenau
OCESN030052R0200218051,Gare de Haguenau,Gare de Strasbourg,50,Haguenau,Strasbourg
OCESN030064R0200218057,Gare de Haguenau,Gare de Wissembourg,37,Haguenau,Wissembourg
OCESN030081R0600618069,Bouxwiller-Schattenmann,Haguenau-Moulin-Neuf,43,Bouxwiller,Haguenau
OCESN030082R0500518070,Gare de Saverne,Niedermodern/Uberach,50,Saverne,Niedermodern
OCESN030083R0200218071,Gare de Ingwiller,Haguenau-Moulin-Neuf,41,Ingwiller,Haguenau
OCESN030085R1201218074,Dossenheim-(Mairie),Haguenau-Moulin-Neuf,69,Dossenheim-sur-Zinsel,Haguenau
OCESN030086R0200218075,Gare de Obermodern,Saverne-(Ht-Barr),47,Obermodern-Zutzendorf,Saverne
OCESN030088R0200218077,Gare de Ingwiller,Saverne-(Ht-Barr),56,Ingwiller,Saverne
OCESN030089R0700718078,Gare de Saverne,Haguenau-Moulin-Neuf,81,Saverne,Haguenau
OCESN030091R0200218080,Bouxwiller-Babenhausen,Dossenheim-(Mairie),20,Bouxwiller,Dossenheim-sur-Zinsel
OCESN030092R0300318082,Bouxwiller-Schattenmann,Niedermodern/Uberach,25,Bouxwiller,Niedermodern
OCESN030095R0500518086,Bouxwiller-Schattenmann,Gare de Obermodern,10,Bouxwiller,Obermodern-Zutzendorf
OCESN030097R0800818089,Gare de Obermodern,Haguenau-Moulin-Neuf,31,Obermodern-Zutzendorf,Haguenau
OCESN030099R1301318093,Gare de Obermodern,Gare de Saverne,36,Obermodern-Zutzendorf,Saverne
OCESN030100R0400418095,Gare de Obermodern,Niedermodern/Uberach,12,Obermodern-Zutzendorf,Niedermodern
OCESN030103R0400418103,Bouxwiller-Babenhausen,Niedermodern/Uberach,20,Bouxwiller,Niedermodern
OCESN030122R0600618127,Dossenheim-(Mairie),Gare de Obermodern,23,Dossenheim-sur-Zinsel,Obermodern-Zutzendorf
OCESN030123R0200218128,Gare de Saverne,Neuwiller-R.-Bouxwiller,18,Saverne,Bouxwiller
OCESN030137R0300318141,Gare de Obermodern,Pfaffenhoffen-(Mairie),8,Obermodern-Zutzendorf,Pfaffenhoffen
OCESN030138R0500518142,Gare de Saverne,Pfaffenhoffen-(Mairie),43,Saverne,Pfaffenhoffen
OCESN030148R0200218147,Gare de Strasbourg,Gare de Sélestat,53,Strasbourg,SELESTAT
OCESN030150R0200218149,Gare de Benfeld,Gare de Strasbourg,42,Benfeld,Strasbourg
OCESN030157R0300318151,Gare de Colmar,Gare de Raedersheim,45,Colmar,Raedersheim
OCESN030163R0400418153,Buswiller-Eglise,Gare de Mommenheim,19,Buswiller,Mommenheim
OCESN030165R0400418155,Bouxwiller-Babenhausen,Gare de Mommenheim,30,Bouxwiller,Mommenheim
OCESN030166R0300318156,Gare de Diemeringen,Gare de Sarreguemines,31,Diemeringen,Sarreguemines
OCESN030190R0200218175,Gare de Sarreguemines,Gare de Strasbourg,125,Sarreguemines,Strasbourg
OCESN030191R0200218176,Gare de Diemeringen,Gare de Strasbourg,91,Diemeringen,Strasbourg
OCESN030192R0300318178,Gare de Strasbourg,Gare de Wingen-sur-Moder,64,Strasbourg,Wingen-sur-Moder
OCESN030194R0200218180,Gare de Ingwiller,Reipertswiller-SP,18,Ingwiller,Reipertswiller
OCESN030200R0600618181,Gare de Ingwiller,Lichtenberg-(Eglise),23,Ingwiller,Lichtenberg
OCESN030201R0500518183,Gare de Saverne,Gare de Strasbourg,57,Saverne,Strasbourg
OCESN030222R0200218199,Gare de Lutzelbourg,Gare de Saverne,15,Lutzelbourg,Saverne
OCESN030234R0400418205,Gare de Kruth,Thann Arrêt La Poste,32,Kruth,Cernay
OCESN030241R0200218207,Gare de Kruth,Gare de Mulhouse,77,Kruth,Mulhouse
OCESN030242R0200218208,Gare de Kruth,Gare de Thann,32,Kruth,Thann
OCESN030244R0200218210,Gare de Kruth,Gare de Wesserling,7,Kruth,Fellering
OCESN030250R0200218216,Gare de Colmar,Gare de Metzeral,43,Colmar,Metzeral
OCESN030273R0300318231,Gare de Cernay (Haut-Rhin),Sewen-(Eglise),60,Cernay,Sewen
OCESN030283R0300318235,Cernay-(Lycée),Sewen-(Eglise),66,Cernay,Sewen
OCESN030283R0400418236,Gare de Basel-SBB,Gare de Mulhouse,60,Colombo,Mulhouse
OCESN030290R0200218239,Gare de Ingwiller,Saverne-(Lycée-Verne),64,Ingwiller,Saverne
OCESN030302R0200218245,Frohmuhl- (Lavoir),Saverne-(Ht-Barr),83,Frohmuhl,Saverne
OCESN030303R0300318247,Frohmuhl- (Lavoir),Gare de Saverne,58,Frohmuhl,Saverne
OCESN030303R0400418246,Frohmuhl- (Lavoir),Saverne-(Lycée-Verne),85,Frohmuhl,Saverne
OCESN030304R0300318249,Gare de Saverne,Hattmatt-S.-Polyvalente,20,Saverne,Hattmatt
OCESN030315R0300318255,Hattmatt-S.-Polyvalente,Saverne-(Pl.-Dragons),33,Hattmatt,Saverne
OCESN030318R0200218258,Hattmatt-S.-Polyvalente,Saverne-(Lycée-Verne),42,Hattmatt,Saverne
OCESN030319R0400418259,Hattmatt-S.-Polyvalente,Saverne-(Ht-Barr),43,Hattmatt,Savernes
OCESN030320R0200218261,Gare de Herrlisheim (Bas-Rhin),Gare de Strasbourg,51,Herrlisheim,Strasbourg
OCESN030342R0300318275,Gare de Lauterbourg,Gare de Roeschwoog,30,Lauterbourg,Rœschwoog
OCESN030344R0400418278,Gare de Entzheim-Aéroport,Gare de Strasbourg,20,Saint-Gilles,Strasbourg
OCESN030354R0200218282,Gare de Barr,Gare de Molsheim,33,Barr,Molsheim
OCESN030355R0200218283,Gare de Molsheim,Gare de Strasbourg,40,Molsheim,Strasbourg
OCESN030357R0200218285,Gare de Barr,Gare de Strasbourg,89,Barr,Strasbourg
OCESN030360R0200218288,Gare de Molsheim,Gare de Sélestat,76,Molsheim,SELESTAT
OCESN030361R0200218289,Gare de Rothau,Gare de Strasbourg,72,Rothau,Strasbourg
OCESN030376R0500518295,Gare de Saales,Gare de Strasbourg,104,Saales,Strasbourg
OCESN030380R0200218297,Gare de Altkirch,Gare de Mulhouse,25,Altkirch,Mulhouse
OCESN030385R0300318299,Gare de Belfort-Ville,Gare de Mulhouse,77,Belfort,Mulhouse
OCESN030386R0300318300,Gare de Belfort-Ville,Gare de Montreux-Vieux,30,Belfort,Montreux-Vieux
OCESN030387R0200218301,Gare de Sélestat,Ribeauville-Gare-Routiè,20,SELESTAT,Ribeauvillé
OCESN030395R0200218303,Gare de Sélestat,Riquewihr-Poste,36,SELESTAT,Riquewihr
OCESN030399R0300318309,Gare de Sélestat,Ste-Marie-/-Mines-Maire,35,SELESTAT,Sainte-Marie-aux-Mines
OCESN030427R1401418342,Gare de St-Dié-des-Vosges,Gare de Sélestat,71,Sainte-Marguerite,SELESTAT
OCESN030428R1301318344,Gare de Sélestat,Ste-Marie/-Ms-(-Théâtre,36,SELESTAT,New York
OCESN030430R0600618347,Ste-Croix/Mines-Sq-de-G,Sèlestat-(Schwilgué),55,Sainte-Croix-aux-Mines,Sélestat
OCESN030433R0300318351,Gare de Sélestat,Ste-Marie-/-Ms-Pl-.CdG,35,SELESTAT,Mesa
OCESN030434R1401418352,Ste-Marie-/-Mines-Maire,Sèlestat-(Schwilgué),64,Sainte-Marie-aux-Mines,Sélestat
OCESN030435R0600618353,Liepvre-(-R.-GUTH-),Sèlestat-(Schwilgué),49,Lièpvre,Sélestat
OCESN030437R0300318355,Ste-Marie-/-Ms-Pl-.CdG,Sélestat-(Schweisguth),69,Mesa,Sélestat
OCESN030440R0400418359,Gare de Sélestat,Lièpvre-(Rte-Vancelle),45,SELESTAT,Lièpvre
OCESN030441R0400418360,Gare de Montluçon-Ville,Gare de Vierzon,125,Villefranche-d'Allier,Vierzon
OCESN031100R0300318408,Laqueuille,Le-Mont-Dore-Gare,24,Laqueuille,Montrevault-sur-Èvre
OCESN031101R0200218409,Gare de Clermont-Ferrand,Gare de Gannat,57,Chamalières,Gannat
OCESN031102R0200218410,Gare de Gannat,Gare de Riom-Châtel-Guyon,46,Gannat,Riom
OCESN031103R0200218411,Gare de Aurillac,Gare de St-Denis-près-Martel,111,Aurillac,Saint-Denis-lès-Martel
OCESN031106R0300318414,Gare de Aurillac,Gare de Capdenac,88,Aurillac,Capdenac-Gare
OCESN031107R0300318415,Gare de Montluçon-Ville,Gare de Vichy,108,Villefranche-d'Allier,Vichy
OCESN031109R0200218416,Gare de Clermont-Ferrand,Le-Mont-Dore-Gare,84,Chamalières,Montrevault-sur-Èvre
OCESN031110R0300318417,Gare de Clermont-Ferrand,Saint-Etienne-Chtx GR,156,Chamalières,Saint-Étienne
OCESN031111R0200218418,Gare de Thiers,Saint-Etienne-Chtx GR,118,Nice,Saint-Étienne
OCESN031113R0300318421,Gare de Clermont-Ferrand,Gare de Le Puy-en-Velay,184,Chamalières,Saint-Vincent
OCESN031117R0300318425,Gare de Clermont-Ferrand,Gare de Montluçon-Ville,146,Chamalières,Villefranche-d'Allier
OCESN031119R0200218427,Gare de Montluçon-Ville,Gare de Riom-Châtel-Guyon,120,Villefranche-d'Allier,Riom
OCESN031120R0200218428,Gare de Arvant,Gare de Aurillac,121,Bournoncle-Saint-Pierre,Aurillac
OCESN031121R0200218429,Gare de Moulins-sur-Allier,Gare de Vichy,78,Villeneuve-sur-Allier,Vichy
OCESN031125R0200218432,Gare de Clermont-Ferrand,Gare de Thiers,71,Chamalières,Nice
OCESN031127R0200218433,Gare de Clermont-Ferrand,Gare de Volvic,39,Chamalières,Volvic
OCESN031128R0200218434,Ancizes-St-Georges-Bour,Gare de Volvic,39,Poole,Volvic
OCESN031135R0400418436,Gare de Montluçon-Ville,Urcay-Hotel-du-Lyon-d'O,44,Villefranche-d'Allier,Lyon
OCESN031141R0200218442,Gare de Montluçon-Ville,Gare de St-Amand-Montrond-Orval,59,Villefranche-d'Allier,Orval
OCESN031147R0200218446,Gare de Thiers,Gare de Vertaizon,40,Nice,Vertaizon
OCESN031164R0100118462,Gare de Montluçon-Ville,St-Eloy,40,Villefranche-d'Allier,St-Eloy
OCESN031165R0200218463,Gare de Lapeyrouse(Puy-de-Dôme),St-Eloy-les-Mines-Lycée,20,Lapeyrouse,Saint-Éloy-les-Mines
OCESN031183R0200218476,Ancizes-St-Georges-Bour,Gare de Clermont-Ferrand,69,Poole,Chamalières
OCESN031185R0300318478,Gare de Clermont-Ferrand,St-Gervais-Mairie,91,Chamalières,Saint-Gervais-sous-Meymont
OCESN031186R0300318479,Gare de Clermont-Ferrand,Le Mont Dore Ski,98,Chamalières,Mont-Dore
OCESN031189R0200218482,Gare de Clermont-Ferrand,Gare de Vertaizon,32,Chamalières,Vertaizon
OCESN031196R0100118489,Gare de Volvic,St-Eloy,113,Volvic,St-Eloy
OCESN031197R0200218490,Gare de Arvant,St-Flour-les-Allées,50,Bournoncle-Saint-Pierre,Saint-Genis-Laval
OCESN031200R0200218493,Gare de Massiac-Blesle,St-Flour-les-Allées,30,Massiac,Saint-Genis-Laval
OCESN031201R0200218494,Gare de Arvant,Gare de St-Chély-d'Apcher,77,Bournoncle-Saint-Pierre,Saint-Chély-d'Apcher
OCESN031202R0200218495,Gare de Clermont-Ferrand,Mauriac-Lycée-Cortat,136,Chamalières,Mauriac
OCESN031221R0300318508,Gare de Lapeyrouse(Puy-de-Dôme),St-Eloy,15,Lapeyrouse,St-Eloy
OCESN031223R0200218509,Gare de Clermont-Ferrand,Mauriac,133,Chamalières,Mauriac
OCESN031226R0200218510,Gare de Riom-Châtel-Guyon,St-Gervais-Ch-LPA,54,Riom,Collombey
OCESN031235R0300318513,Gare de Montluçon-Ville,St-Gervais-Ch-LPA,60,Villefranche-d'Allier,Collombey
OCESN031254R0300318525,Gare de Clermont-Ferrand,St-Flour-les-Allées,93,Chamalières,Saint-Genis-Laval
OCESN031256R0300318528,Gare de Neussargues,Gare de St-Chély-d'Apcher,56,Neussargues-Moissac,Saint-Chély-d'Apcher
OCESN031263R0200218534,Gare de Neussargues,Gare de St-Flour-Chaudes-Aigues,31,Neussargues-Moissac,Saint-Flour
OCESN031265R0200218535,Gare de St-Chély-d'Apcher,St-Flour-les-Allées,30,Saint-Chély-d'Apcher,Saint-Genis-Laval
OCESN031269R0200218538,Gare de Massiac-Blesle,Gare de St-Chély-d'Apcher,49,Massiac,Saint-Chély-d'Apcher
OCESN031274R0200218542,Gare de Volvic,Pontgibaud-Ville,22,Volvic,Pontgibaud
OCESN031290R0300318554,Brioude-Lycée-Lafayette,Gare de Brioude,5,Brioude,Brioude
OCESN031301R0200218560,Gare de Langeac,Gare de St-Georges-d'Aurac,10,Langeac,Mazeyrat-d'Allier
OCESN031304R0200218561,Gare de Langeac,St-George-d'Aurac-Bourg,12,Langeac,Saint-Georges-d'Aurac
OCESN031309R0400418565,Gare de Brioude,Gare de Langeac,37,Brioude,Langeac
OCESN031332R0400418585,Gare de Brioude,Gare de Le Puy-en-Velay,64,Brioude,Saint-Vincent
OCESN031334R0500518587,Gare de Langeac,Gare de Le Puy-en-Velay,49,Langeac,Saint-Vincent
OCESN031338R0200218591,Gare de Le Puy-en-Velay,Gare de St-Georges-d'Aurac,53,Saint-Vincent,Mazeyrat-d'Allier
OCESN031342R0200218592,Gare de Arvant,Gare de Le Puy-en-Velay,81,Bournoncle-Saint-Pierre,Saint-Vincent
OCESN031347R0200218596,Gare de Le Puy-en-Velay,Saint-Etienne-Chtx GR,80,Saint-Vincent,Saint-Étienne
OCESN031354R0500518600,Gare de Le Puy-en-Velay,La Chaise-Dieu,47,Saint-Vincent,La Chaise-Dieu
OCESN031360R0300318603,Ambert,Gare de Le Puy-en-Velay,107,Ambert,Saint-Vincent
OCESN031363R0300318606,Ambert,Gare de Vichy,119,Ambert,Vichy
OCESN031394R0400418612,Gare de Pont-de-Dore,Gare de Vichy,66,Peschadoires,Vichy
OCESN031398R0300318613,Gare de Ussel,Laqueuille,39,Maussac,Laqueuille
OCESN031407R0300318618,Gare de Arvant,Gare de Issoire,46,Bournoncle-Saint-Pierre,Issoire
OCESN031471R0300318661,Gare de Vic-le-Comte,Issoire-Lycée-Deville,30,Vic-le-Comte,Issoire
OCESN031473R0300318662,Gare de Issoire,Le-Breuil-sur-Couze-Lyc,13,Issoire,Le Breuil-sur-Couze
OCESN031476R0300318663,Gare de Brioude,Gare de Issoire,54,Brioude,Issoire
OCESN031478R0400418665,Gare de Clermont-Ferrand,Gare de Ussel,100,Chamalières,Maussac
OCESN031479R0200218666,Gare de Luzy(Nièvre),Gare de Nevers,98,Luzy,Nevers
OCESN031552R0200218681,Gare de Cercy-la-Tour,Gare de Nevers,68,Cercy-la-Tour,Nevers
OCESN031554R0200218682,Gare de Autun,Gare de Etang,21,Torcy,Verneuil-l'Étang
OCESN031679R0300318686,Gare de Autun,Gare de Le Creusot,49,Torcy,Le Creusot
OCESN031679R0400418687,Gare de Autun,Gare de Montchanin,62,Torcy,Montchanin
OCESN031684R0300318695,Gare de Moulins-sur-Allier,Gare de Nevers,68,Villeneuve-sur-Allier,Nevers
OCESN031701R0200218722,Gare de Nevers,Gare de St-Pierre-le-Moûtier,33,Nevers,Moûtiers
OCESN031712R0300318726,Gare de Moulins-sur-Allier,Gare de Paray-le-Monial,82,Villeneuve-sur-Allier,Paray-le-Monial
OCESN031751R0200218729,Chauffailles-Gambetta,Gare de Digoin,67,Chauffailles,Digoin
OCESN031784R0200218743,Gare de Digoin,Gare de Lozanne,133,Digoin,Lozanne
OCESN031786R0200218744,Gare de Louhans,Gare de Seurre,48,Saint-Germain-du-Plain,Seurre
OCESN031860R0200218747,Gare de Bourg-en-Bresse,Gare de Seurre,103,Montluel,Seurre
OCESN031864R0200218749,Gare de Auxerre-St-Gervais,Gare de Avallon,63,Auxerre,Avallon
OCESN031900R0200218753,Gare de Auxerre-St-Gervais,Gare de Clamecy,76,Auxerre,Corbigny
OCESN031950R0200218768,Gare de Auxerre-St-Gervais,Gare de Corbigny,111,Auxerre,Corbigny
OCESN031955R0400418774,Gare de Clamecy,Gare de Corbigny,35,Corbigny,Corbigny
OCESN031970R0400418785,Gare de Lorient,Gare de Quimperlé,22,Languidic,Quimperlé
OCESN032002R0200218790,Châteaubriant,Gare de Janzé,57,Châteaubriant,Janzé
OCESN032300R1101118791,Châteaubriant,Gare de Retiers,33,Châteaubriant,Retiers
OCESN032303R1001018793,Gare de Dinan,Gare de Dol,30,Dinant,Dol-de-Bretagne
OCESN032400R0100118797,Gare de Valençay,Luçay-le-Male,15,Valençay,Luçay-le-Male
OCESN032850R0200218821,Gare de Romorantin-Blanc-Argent,Gare de Salbris,50,Romorantin-Lanthenay,Salbris
OCESN032857R0200218824,Gare de Faubourg-d'Orléans,Gare de Romorantin-Blanc-Argent,5,Orléans,Romorantin-Lanthenay
OCESN032861R0200218827,Gare de Faubourg-d'Orléans,Gare de Valençay,55,Orléans,Valençay
OCESN032867R0200218831,La Ferté-sur-Chiers,Sedan-Place-Calonne,59,La Ferté-sur-Chiers,Sedan
OCESN033001R0200218842,Gare de Châlons-en-Champagne,Gare de Verdun,108,Châlons-en-Champagne,Paris
OCESN033080R0200218851,Gare de St-Dizier,Gare de Vitry-le-François,51,Bayard-sur-Marne,Vitry-le-François
OCESN033111R0200218869,Gare de Joinville,Gare de St-Dizier,50,Alfortville,Bayard-sur-Marne
OCESN033120R0200218873,Gare de Chaumont,Gare de St-Dizier,123,Chaumont,Bayard-sur-Marne
OCESN033140R0200218889,Gare de Chaumont,Gare de Joinville,77,Chaumont,Alfortville
OCESN033141R0300318890,Gare de Chaumont,Langres-Gendarmerie,67,Chaumont,Varennes-sur-Amance
OCESN033172R0300318904,Gare de Chaumont,Gare de Troyes,100,Chaumont,Troyes
OCESN033208R0500518910,Gare de Bar-sur-Aube,Juvancourt,32,Bar-sur-Aube,Juvancourt
OCESN033210R0400418913,Gare de Bar-sur-Aube,Gare de Troyes,98,Bar-sur-Aube,Troyes
OCESN033212R0200218914,Gare de Troyes,Gare de Vendeuvre (Aube),55,Troyes,Vendeuvre-sur-Barse
OCESN033215R0200218915,Bayel-Eglise,Juvancourt,18,Bayel,Juvancourt
OCESN033219R0200218919,Gare de Chaumont,Gare de Vendeuvre (Aube),60,Chaumont,Vendeuvre-sur-Barse
OCESN033230R0200218924,Gare de Vendeuvre (Aube),Juvancourt,85,Vendeuvre-sur-Barse,Juvancourt
OCESN033233R0300318925,Gare de Chaumont,Ville-sous-La-Ferté,48,Chaumont,Ville-sous-La-Ferté
OCESN033270R0300318934,Bricon(la Poste),Gare de Chaumont,19,Bricon,Chaumont
OCESN033274R0200218938,Gare de St-Florentin-Vergigny,Gare de Troyes,97,Vergigny,Troyes
OCESN033280R0400418944,Gare de Laroche-Migennes,Gare de Troyes,130,Migennes,Troyes
OCESN033281R0300318945,Gare de Romilly-sur-Seine,Gare de Troyes,78,Romilly-sur-Seine,Troyes
OCESN033340R0300318961,Gare de Troyes,Payns Abri Savières,26,Troyes,Payns
OCESN033345R0200218966,Gare de Nogent-sur-Seine,Gare de Romilly-sur-Seine,35,Romilly-sur-Seine,Romilly-sur-Seine
OCESN033370R0200218982,Gare de Charleville-Mézières,Gare de Hirson,60,Charleville-Mézières,Hirson
OCESN033400R0200218990,Gare de Fismes,Gare de Reims,58,Fismes,Reims
OCESN033460R0100119004,Gare de Aillevillers,Gare de Belfort-Ville,102,Corbenay,Belfort
OCESN033531R0200219010,Gare de Aillevillers,Gare de Lure,37,Corbenay,Lure
OCESN033540R0300319011,Gare de Besançon-Viotte,Gare de Morteau,88,Besançon,Morteau
OCESN033652R0200219012,Gare de Le Locle,Gare de Morteau,20,Le Locle,Morteau
OCESN033654R0200219014,Gare de Le Valdahon,Gare de Morteau,54,Valdahon,Morteau
OCESN033658R0200219017,Gare de Dole-Ville,Gare de Mouchard,47,Montmirey-la-Ville,Mouchard
OCESN033682R0200219020,Gare de Lons-le-Saunier,Gare de Mouchard,84,Lons-le-Saunier,Mouchard
OCESN033714R0200219023,Gare de Mouchard,Gare de Poligny,28,Mouchard,Poligny
OCESN033727R0200219030,Gare de Besançon-Viotte,Gare de Mouchard,58,Besançon,Mouchard
OCESN033730R0200219031,Gare de Frasne,Gare de Pontarlier,30,Frasnes-lez-Buissenal,Boujailles
OCESN033771R0200219032,Dompierre-Halte-Rout,Gare de Pontarlier,21,Dompierre-les-Tilleuls,Boujailles
OCESN033773R0200219033,Gare de Pontarlier,Les Granges-Narboz,10,Boujailles,Granges-Narboz
OCESN033782R0200219039,Gare de Frasne,Jougne,56,Frasnes-lez-Buissenal,Jougne
OCESN033803R0200219046,Gare de Champagnole,Gare de Saint-Claude,87,Champagnole,Saint-Claude
OCESN033891R0200219057,Gare de Champagnole-PE-Victor,Gare de Dole-Ville,102,London,Montmirey-la-Ville
OCESN033892R0200219058,Gare de Andelot,Gare de Saint-Claude,107,Andelot-en-Montagne,Saint-Claude
OCESN033893R0200219059,Gare de Dole-Ville,Gare de Saint-Claude,204,Montmirey-la-Ville,Saint-Claude
OCESN033894R0200219060,Gare de Mouchard,Gare de Saint-Claude,124,Mouchard,Saint-Claude
OCESN033895R0200219061,Gare de Alès,Gare de Nîmes,50,Venarey-les-Laumes,Nîmes
OCESN034001R0200219062,Gare de La Bastide-St-Laurent,Gare de Langogne,25,Bordeaux,Langogne
OCESN034063R0200219066,Gare de Langogne,Gare de Mende,90,Langogne,Manduel
OCESN034065R0200219069,Gare de La Bastide-St-Laurent,Gare de Mende,68,Bordeaux,Manduel
OCESN034071R0200219075,Gare de Millau,Marvejols Place Chayla,75,Millau,Marvejols
OCESN034213R0300319079,Gare de Clermont-Ferrand,Gare de Mende,180,Chamalières,Manduel
OCESN034220R0300319080,Gare de Le Puy-en-Velay,Gare de Marvejols,135,Saint-Vincent,Marvejols
OCESN034240R0300319090,Gare de Mende,Gare de St-Chély-d'Apcher,84,Manduel,Saint-Chély-d'Apcher
OCESN034251R0200219093,Gare de La Bastide-St-Laurent,Gare de Marvejols,133,Bordeaux,Marvejols
OCESN034253R0300319095,Gare de Mende,Marvejols Place Chayla,50,Manduel,Marvejols
OCESN034256R0200219097,Gare de Carcassonne,Quillan,90,Carcassonne,Quillan
OCESN034350R0200219101,Gare de Carcassonne,Gare de Limoux,55,Carcassonne,Limoux
OCESN034352R0200219103,Gare de Limoux,Quillan,45,Limoux,Quillan
OCESN034354R0200219106,Gare de Bédarieux,Gare de Béziers,60,Bédarieux,Béziers
OCESN034400R0200219131,Gare de Guéret,Gare de Montluçon-Ville,66,Guéret,Villefranche-d'Allier
