ID,Departure,Arrival,Duration,Departure_City,Arrival_City
4883f68e-adb7-4711-998b-8e0261b12c79,La Cave,Aubazine-St-Hilaire,29,MARSAC-SUR-L'ISLE,SAINT-HILAIRE-PEYROUX
2a1c61b4-3fd1-4988-b68c-ab00a2a775de,La Cave,Cornil,32,MARSAC-SUR-L'ISLE,CORNIL
c3298ac7-006a-4f02-ae67-32ba03fb835f,La Cave,Tulle,35,MARSAC-SUR-L'ISLE,TULLE
af59cd07-4048-4abc-9dbb-bcb7544fc931,Périgueux,Thenon,11,PERIGUEUX,THENON
051b0e07-4661-49c3-b237-7c7f1d96f50d,Périgueux,La Bachellerie,13,PERIGUEUX,SAINT-RABIER
4937524a-c10a-4a72-a376-f9cae7169793,Périgueux,Condat-le-Lardin,15,PERIGUEUX,LE LARDIN-SAINT-LAZARE
d72d2246-83b1-4fbb-a49c-247d0feca948,Périgueux,Terrasson,17,PERIGUEUX,TERRASSON-LAVILLEDIEU
e6538a0e-d588-4dc9-9e04-eeb436e23e65,Périgueux,La Rivière-de-Mansac,19,PERIGUEUX,MANSAC
3f362a3f-8c69-4453-8785-a383db0b950f,Périgueux,Larche,20,PERIGUEUX,SAINT-PANTALEON-DE-LARCHE
43695ecb-9d88-4b34-8786-5668a97ca771,Périgueux,Aubazine-St-Hilaire,27,PERIGUEUX,SAINT-HILAIRE-PEYROUX
2cac5cce-3eed-4a6a-b941-03caa138c891,Périgueux,Cornil,29,PERIGUEUX,CORNIL
cad947ad-ec43-4fbd-96a5-0bccaadca9bf,Périgueux,Tulle,32,PERIGUEUX,TULLE
8a9a0b9b-cb6e-43cf-adcc-d15204822197,Périgueux-St-Georges,Thenon,10,PERIGUEUX,THENON
78e27b26-026b-452d-8fee-12bcb804f8cb,Périgueux-St-Georges,La Bachellerie,12,PERIGUEUX,SAINT-RABIER
1ea2836e-9641-4d90-b5c8-0dcaee8269e3,Périgueux-St-Georges,Condat-le-Lardin,14,PERIGUEUX,LE LARDIN-SAINT-LAZARE
78014750-a8a0-4463-8827-042daf21c654,Périgueux-St-Georges,Terrasson,16,PERIGUEUX,TERRASSON-LAVILLEDIEU
dfa9ca26-07b3-41aa-8c92-06bb9d1c4247,Périgueux-St-Georges,La Rivière-de-Mansac,18,PERIGUEUX,MANSAC
8b7bf553-8732-480e-9bc9-d46ff7b7b03f,Périgueux-St-Georges,Larche,20,PERIGUEUX,SAINT-PANTALEON-DE-LARCHE
e343426b-f85a-4a21-922a-69de9adf2310,Périgueux-St-Georges,Aubazine-St-Hilaire,26,PERIGUEUX,SAINT-HILAIRE-PEYROUX
a9675d52-6448-4d05-8847-51781e3b2731,Périgueux-St-Georges,Cornil,29,PERIGUEUX,CORNIL
2bdb81d1-766b-4b5d-a93b-31d51f3956aa,Périgueux-St-Georges,Tulle,31,PERIGUEUX,TULLE
a5babe42-b8f5-44bb-aa1f-e3250de94c3d,Boulazac,La Bachellerie,11,BOULAZAC ISLE MANOIRE,SAINT-RABIER
0790ea35-e5ef-4020-8193-aff373451dda,Boulazac,Condat-le-Lardin,13,BOULAZAC ISLE MANOIRE,LE LARDIN-SAINT-LAZARE
e5101a55-d6c1-47cb-be64-97f13923abb0,Boulazac,Terrasson,15,BOULAZAC ISLE MANOIRE,TERRASSON-LAVILLEDIEU
d6730715-81c1-4d24-b49b-c35e3316b8e7,Boulazac,La Rivière-de-Mansac,17,BOULAZAC ISLE MANOIRE,MANSAC
7135da83-f319-484a-b26d-1e59479bb158,Boulazac,Larche,18,BOULAZAC ISLE MANOIRE,SAINT-PANTALEON-DE-LARCHE
