ID,Departure,Arrival,Duration,Departure_City,Arrival_City
eb7d9537-4a17-43f8-8ab4-5ed6bf016dae,Lalande-Église,Béziers,59,TOULOUSE,BEZIERS
d99fae18-05ff-471c-adb1-2e3e3e022e5e,Lalande-Église,Vias,65,TOULOUSE,VIAS
852badf9-c67e-427d-885a-d1c03c7e3188,Lalande-Église,Agde,66,TOULOUSE,AGDE
de6eca57-4db6-4bc9-a80f-1807d79667ee,Lalande-Église,Marseillan-Plage,68,TOULOUSE,MARSEILLAN
7d81cf3e-be26-4b6c-ad34-ba4138ce7b6f,Route-de-Launaguet,Villefranche-de-Lauragais,11,TOULOUSE,VILLEFRANCHE-DE-LAURAGAIS
5861966b-50c1-4817-ad2c-1dff03a86a86,Route-de-Launaguet,Avignonet,14,TOULOUSE,AVIGNONET-LAURAGAIS
19886f18-d008-441a-80eb-196eed969587,Route-de-Launaguet,Castelnaudary,19,TOULOUSE,CASTELNAUDARY
4789151d-01e7-4727-b583-b5af480b55bd,Route-de-Launaguet,Bram,24,TOULOUSE,BRAM
6d199229-0a89-431d-becc-d88fe6345262,Route-de-Launaguet,Carcassonne,31,TOULOUSE,CARCASSONNE
8b6a39ca-0454-4ac1-87b6-e533f8874431,Route-de-Launaguet,Trèbes,33,TOULOUSE,TREBES
de9d20de-611c-449b-999b-bd3732fbed7e,Route-de-Launaguet,Lézignan (Aude),43,TOULOUSE,LEZIGNAN-CORBIERES
9790bf00-0f93-4763-82df-2e7ab101644b,Route-de-Launaguet,Narbonne,50,TOULOUSE,NARBONNE
585542d2-797b-492c-99d8-e0e3beae58cc,Route-de-Launaguet,Coursan,52,TOULOUSE,COURSAN
6461dfe6-7c35-4804-ae60-97f61528777e,Route-de-Launaguet,Colombiers,57,TOULOUSE,COLOMBIERS
53e5ea27-1768-4199-a3e4-100464327ac8,Route-de-Launaguet,Béziers,59,TOULOUSE,BEZIERS
900e1b52-9d51-4067-aebe-9dc4da929096,Route-de-Launaguet,Vias,65,TOULOUSE,VIAS
fc2e9fb0-2e28-46c1-bb49-1d2c70d01363,Route-de-Launaguet,Agde,66,TOULOUSE,AGDE
4b68f8e4-bb33-4c1a-af1d-238c2c023111,Route-de-Launaguet,Marseillan-Plage,68,TOULOUSE,MARSEILLAN
0b6d46f5-dc7f-4a54-88fd-493ef7e86ed9,Toulouse-Matabiau,Villefranche-de-Lauragais,10,TOULOUSE,VILLEFRANCHE-DE-LAURAGAIS
92d8e73f-6818-40cf-835c-f82568797b7e,Toulouse-Matabiau,Avignonet,13,TOULOUSE,AVIGNONET-LAURAGAIS
7f58badd-2a46-4af8-82de-bbee0e16a995,Toulouse-Matabiau,Castelnaudary,18,TOULOUSE,CASTELNAUDARY
70b74e74-3016-44fc-ab26-b9e5d92a650c,Toulouse-Matabiau,Bram,23,TOULOUSE,BRAM
e25e1aec-a2d4-4048-b5fb-83426dab15e6,Toulouse-Matabiau,Carcassonne,30,TOULOUSE,CARCASSONNE
42649697-4e6b-4d99-8ceb-7fd448d62b6f,Toulouse-Matabiau,Trèbes,32,TOULOUSE,TREBES
da36cf6c-c82f-4af9-a49f-cc32f3f95878,Toulouse-Matabiau,Lézignan (Aude),42,TOULOUSE,LEZIGNAN-CORBIERES
208dab29-d57d-469a-b515-ad6bc5949393,Toulouse-Matabiau,Narbonne,49,TOULOUSE,NARBONNE
2826cda4-74aa-44d4-9bc8-2b4130ff0710,Toulouse-Matabiau,Coursan,51,TOULOUSE,COURSAN
8b42af9d-b483-46a3-894f-90cb1e40a8db,Toulouse-Matabiau,Colombiers,56,TOULOUSE,COLOMBIERS
40cf035f-e8c8-4358-aef3-6154c6384498,Toulouse-Matabiau,Béziers,58,TOULOUSE,BEZIERS
003415fc-3efb-4151-9ba5-6e30ae8b0eeb,Toulouse-Matabiau,Vias,64,TOULOUSE,VIAS
9199492c-fedf-4054-be2f-55854b76cc47,Toulouse-Matabiau,Agde,65,TOULOUSE,AGDE
7ab299db-45dd-42ec-a62f-1fd1895de968,Toulouse-Matabiau,Marseillan-Plage,67,TOULOUSE,MARSEILLAN
81b20444-9d8f-44a1-8713-a72049b77f0e,Montaudran,Avignonet,11,TOULOUSE,AVIGNONET-LAURAGAIS
13a5fb6f-7cef-49ae-9724-7c96334a2b4c,Montaudran,Castelnaudary,16,TOULOUSE,CASTELNAUDARY
3accae41-3758-4710-99d8-d3837b82d2b2,Montaudran,Bram,21,TOULOUSE,BRAM
f060bc0f-592a-41ff-afdd-f7f5ebdaf05a,Montaudran,Carcassonne,28,TOULOUSE,CARCASSONNE
2c8064fc-8e65-41b9-a8c8-3744593912ac,Montaudran,Trèbes,31,TOULOUSE,TREBES
d892acf0-a910-4ea0-9f57-68b47c913984,Montaudran,Lézignan (Aude),40,TOULOUSE,LEZIGNAN-CORBIERES
24d17866-e325-4be3-a86f-68ee6b80e5cb,Montaudran,Narbonne,48,TOULOUSE,NARBONNE
4cdd9710-0f97-4cd7-a56f-c9c259a90551,Montaudran,Coursan,50,TOULOUSE,COURSAN
bd6513e6-f5e2-4c88-a478-b4691360039b,Montaudran,Colombiers,54,TOULOUSE,COLOMBIERS
20b5453e-dc32-4580-939a-c5c660ff6c8e,Montaudran,Béziers,56,TOULOUSE,BEZIERS
4e8c0b76-6ac1-4b3d-9454-52e553fdfeb3,Montaudran,Vias,62,TOULOUSE,VIAS
cec3f124-7523-42eb-8b80-bc714327e552,Montaudran,Agde,63,TOULOUSE,AGDE
123382ae-3378-477d-a45b-528997cc180f,Montaudran,Marseillan-Plage,65,TOULOUSE,MARSEILLAN
34715e36-a1f6-4f6d-9b2a-46353bc111f7,Labège-Innopole,Avignonet,10,LABEGE,AVIGNONET-LAURAGAIS
da433548-7249-4703-9a04-98cf466fee45,Labège-Innopole,Castelnaudary,15,LABEGE,CASTELNAUDARY
fa29e5bf-f345-4b53-bb64-79166f8daf5e,Labège-Innopole,Bram,20,LABEGE,BRAM
9b109659-2514-429c-83a4-454c98df897f,Labège-Innopole,Carcassonne,27,LABEGE,CARCASSONNE
9ad82959-918c-4b1d-890c-cd680d6b4c7d,Labège-Innopole,Trèbes,29,LABEGE,TREBES
ce57f101-7069-4164-9ab7-0f7d13229e53,Labège-Innopole,Lézignan (Aude),39,LABEGE,LEZIGNAN-CORBIERES
6bc2fd9d-3c48-4767-8009-e2b4b23c3d98,Labège-Innopole,Narbonne,46,LABEGE,NARBONNE
f6e44093-6cf7-42d2-8f05-e0f7b67941cc,Labège-Innopole,Coursan,48,LABEGE,COURSAN
ba8e4fda-3582-41c1-b891-b23f7e09bffc,Labège-Innopole,Colombiers,53,LABEGE,COLOMBIERS
3adb2863-4e32-42df-abbc-1bfb07b6c978,Labège-Innopole,Béziers,55,LABEGE,BEZIERS
3e3f6291-a090-478b-a1c1-ff2af871fb40,Labège-Innopole,Vias,61,LABEGE,VIAS
7dfa1a43-b6f5-47ea-8632-2b5e5c366c30,Labège-Innopole,Agde,62,LABEGE,AGDE
263dcb33-7bfa-443f-ae8a-b667d0081b0c,Labège-Innopole,Marseillan-Plage,64,LABEGE,MARSEILLAN
